Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Note
"FS","Suite of Food Security Indicators","368","Iraq","6132","Value","210490","Number of newborns with low birthweight (million)","2012","2012","million No","0.1",""
"FS","Suite of Food Security Indicators","368","Iraq","6132","Value","210490","Number of newborns with low birthweight (million)","2013","2013","million No","0.1",""
"FS","Suite of Food Security Indicators","368","Iraq","6132","Value","210490","Number of newborns with low birthweight (million)","2014","2014","million No","0.1",""
"FS","Suite of Food Security Indicators","368","Iraq","6132","Value","210490","Number of newborns with low birthweight (million)","2015","2015","million No","0.1",""
"FS","Suite of Food Security Indicators","368","Iraq","6132","Value","210490","Number of newborns with low birthweight (million)","2016","2016","million No","0.1",""
"FS","Suite of Food Security Indicators","368","Iraq","6132","Value","210490","Number of newborns with low birthweight (million)","2017","2017","million No","0.1",""
"FS","Suite of Food Security Indicators","368","Iraq","6132","Value","210490","Number of newborns with low birthweight (million)","2018","2018","million No","0.1",""
"FS","Suite of Food Security Indicators","368","Iraq","6132","Value","210490","Number of newborns with low birthweight (million)","2019","2019","million No","0.1",""
"FS","Suite of Food Security Indicators","368","Iraq","6132","Value","210490","Number of newborns with low birthweight (million)","2020","2020","million No","0.1",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2010","2010","kcal/pc/d","1744",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2011","2011","kcal/pc/d","1746",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2012","2012","kcal/pc/d","1747",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2013","2013","kcal/pc/d","1748",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2014","2014","kcal/pc/d","1749",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2015","2015","kcal/pc/d","1751",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2016","2016","kcal/pc/d","1754",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2017","2017","kcal/pc/d","1758",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2018","2018","kcal/pc/d","1763",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2019","2019","kcal/pc/d","1768",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2020","2020","kcal/pc/d","1773",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/pc/d","2233",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2011","2011","kcal/pc/d","2237",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2012","2012","kcal/pc/d","2239",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2013","2013","kcal/pc/d","2239",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/pc/d","2241",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/pc/d","2244",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2016","2016","kcal/pc/d","2248",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2017","2017","kcal/pc/d","2254",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/pc/d","2261",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2019","2019","kcal/pc/d","2268",""
"FS","Suite of Food Security Indicators","368","Iraq","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/pc/d","2274",""
"FS","Suite of Food Security Indicators","368","Iraq","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2010","2010","No","0.3",""
"FS","Suite of Food Security Indicators","368","Iraq","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2011","2011","No","0.31",""
"FS","Suite of Food Security Indicators","368","Iraq","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2012","2012","No","0.31",""
"FS","Suite of Food Security Indicators","368","Iraq","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2013","2013","No","0.32",""
"FS","Suite of Food Security Indicators","368","Iraq","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2014","2014","No","0.32",""
"FS","Suite of Food Security Indicators","368","Iraq","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2015","2015","No","0.33",""
"FS","Suite of Food Security Indicators","368","Iraq","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2016","2016","No","0.33",""
"FS","Suite of Food Security Indicators","368","Iraq","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2017","2017","No","0.33",""
"FS","Suite of Food Security Indicators","368","Iraq","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2018","2018","No","0.34",""
"FS","Suite of Food Security Indicators","368","Iraq","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2019","2019","No","0.34",""
"FS","Suite of Food Security Indicators","368","Iraq","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2020","2020","No","0.34",""
"FS","Suite of Food Security Indicators","368","Iraq","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2010","2010","%","3.8",""
"FS","Suite of Food Security Indicators","368","Iraq","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2011","2011","%","3.65",""
"FS","Suite of Food Security Indicators","368","Iraq","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2012","2012","%","3.65",""
"FS","Suite of Food Security Indicators","368","Iraq","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2013","2013","%","3.65",""
"FS","Suite of Food Security Indicators","368","Iraq","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2014","2014","%","3.65",""
"FS","Suite of Food Security Indicators","368","Iraq","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2015","2015","%","3.65",""
"FS","Suite of Food Security Indicators","368","Iraq","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2016","2016","%","3.65",""
"FS","Suite of Food Security Indicators","368","Iraq","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2017","2017","%","3.65",""
"FS","Suite of Food Security Indicators","368","Iraq","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2018","2018","%","3.65",""
"FS","Suite of Food Security Indicators","368","Iraq","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2019","2019","%","3.65",""
"FS","Suite of Food Security Indicators","368","Iraq","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2020","2020","%","3.65",""
"FS","Suite of Food Security Indicators","368","Iraq","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20092011","2009-2011","g/pc/d","72.2",""
"FS","Suite of Food Security Indicators","368","Iraq","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20102012","2010-2012","g/pc/d","73.9",""
"FS","Suite of Food Security Indicators","368","Iraq","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20112013","2011-2013","g/pc/d","71.4",""
"FS","Suite of Food Security Indicators","368","Iraq","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20122014","2012-2014","g/pc/d","69.9",""
"FS","Suite of Food Security Indicators","368","Iraq","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20132015","2013-2015","g/pc/d","71.3",""
"FS","Suite of Food Security Indicators","368","Iraq","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20142016","2014-2016","g/pc/d","72.5",""
"FS","Suite of Food Security Indicators","368","Iraq","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20152017","2015-2017","g/pc/d","72.5",""
"FS","Suite of Food Security Indicators","368","Iraq","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20162018","2016-2018","g/pc/d","70.7",""
"FS","Suite of Food Security Indicators","368","Iraq","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20172019","2017-2019","g/pc/d","69.4",""
"FS","Suite of Food Security Indicators","368","Iraq","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20182020","2018-2020","g/pc/d","67.6",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20092011","2009-2011","%","156",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20102012","2010-2012","%","157",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20112013","2011-2013","%","157",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20122014","2012-2014","%","158",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20132015","2013-2015","%","158",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20142016","2014-2016","%","157",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20152017","2015-2017","%","156",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20162018","2016-2018","%","157",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","158",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20182020","2018-2020","%","159",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20192021","2019-2021","%","159",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20092011","2009-2011","%","36",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20102012","2010-2012","%","36",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20112013","2011-2013","%","36",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20122014","2012-2014","%","35",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20132015","2013-2015","%","35",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20142016","2014-2016","%","35",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20152017","2015-2017","%","34",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20162018","2016-2018","%","34",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20172019","2017-2019","%","34",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20182020","2018-2020","%","34",""
"FS","Suite of Food Security Indicators","376","Israel","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20092011","2009-2011","g/pc/d","123.7",""
"FS","Suite of Food Security Indicators","376","Israel","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20102012","2010-2012","g/pc/d","123.3",""
"FS","Suite of Food Security Indicators","376","Israel","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20112013","2011-2013","g/pc/d","124.3",""
"FS","Suite of Food Security Indicators","376","Israel","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20122014","2012-2014","g/pc/d","125",""
"FS","Suite of Food Security Indicators","376","Israel","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20132015","2013-2015","g/pc/d","124.6",""
"FS","Suite of Food Security Indicators","376","Israel","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20142016","2014-2016","g/pc/d","124",""
"FS","Suite of Food Security Indicators","376","Israel","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/pc/d","123.7",""
"FS","Suite of Food Security Indicators","376","Israel","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20162018","2016-2018","g/pc/d","125.7",""
"FS","Suite of Food Security Indicators","376","Israel","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20172019","2017-2019","g/pc/d","126.7",""
"FS","Suite of Food Security Indicators","376","Israel","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20182020","2018-2020","g/pc/d","126.6",""
"FS","Suite of Food Security Indicators","376","Israel","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20092011","2009-2011","g/pc/d","68.3",""
"FS","Suite of Food Security Indicators","376","Israel","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20102012","2010-2012","g/pc/d","68",""
"FS","Suite of Food Security Indicators","376","Israel","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20112013","2011-2013","g/pc/d","68.7",""
"FS","Suite of Food Security Indicators","376","Israel","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20122014","2012-2014","g/pc/d","70",""
"FS","Suite of Food Security Indicators","376","Israel","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20132015","2013-2015","g/pc/d","70.7",""
"FS","Suite of Food Security Indicators","376","Israel","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20142016","2014-2016","g/pc/d","71.7",""
"FS","Suite of Food Security Indicators","376","Israel","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/pc/d","72",""
"FS","Suite of Food Security Indicators","376","Israel","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20162018","2016-2018","g/pc/d","74.7",""
"FS","Suite of Food Security Indicators","376","Israel","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20172019","2017-2019","g/pc/d","75",""
"FS","Suite of Food Security Indicators","376","Israel","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20182020","2018-2020","g/pc/d","75",""
"FS","Suite of Food Security Indicators","376","Israel","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2010","2010","km","4.7",""
"FS","Suite of Food Security Indicators","376","Israel","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2011","2011","km","4.9",""
"FS","Suite of Food Security Indicators","376","Israel","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2012","2012","km","5.2",""
"FS","Suite of Food Security Indicators","376","Israel","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2013","2013","km","5.2",""
"FS","Suite of Food Security Indicators","376","Israel","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2014","2014","km","5.4",""
"FS","Suite of Food Security Indicators","376","Israel","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2015","2015","km","5.8",""
"FS","Suite of Food Security Indicators","376","Israel","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2016","2016","km","6.1",""
"FS","Suite of Food Security Indicators","376","Israel","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2017","2017","km","6.8",""
"FS","Suite of Food Security Indicators","376","Israel","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2018","2018","km","6.9",""
"FS","Suite of Food Security Indicators","376","Israel","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2019","2019","km","7.2",""
"FS","Suite of Food Security Indicators","376","Israel","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2020","2020","km","7.3",""
"FS","Suite of Food Security Indicators","376","Israel","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2010","2010","I$","34065.8",""
"FS","Suite of Food Security Indicators","376","Israel","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2011","2011","I$","35301.8",""
"FS","Suite of Food Security Indicators","376","Israel","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2012","2012","I$","35552.9",""
"FS","Suite of Food Security Indicators","376","Israel","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2013","2013","I$","36436.4",""
"FS","Suite of Food Security Indicators","376","Israel","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2014","2014","I$","37144.5",""
"FS","Suite of Food Security Indicators","376","Israel","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2015","2015","I$","37321",""
"FS","Suite of Food Security Indicators","376","Israel","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2016","2016","I$","38251.3",""
"FS","Suite of Food Security Indicators","376","Israel","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2017","2017","I$","39121.3",""
"FS","Suite of Food Security Indicators","376","Israel","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2018","2018","I$","39936.8",""
"FS","Suite of Food Security Indicators","376","Israel","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2019","2019","I$","40810.1",""
"FS","Suite of Food Security Indicators","376","Israel","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","39351.9",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","<2.5",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","<2.5",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","<2.5",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","<2.5",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","<2.5",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","<2.5",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","<2.5",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","<2.5",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","<2.5",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","<2.5",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","<2.5",""
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210011","Number of people undernourished (million) (3-year average)","20092011","2009-2011","million No","",""
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210011","Number of people undernourished (million) (3-year average)","20102012","2010-2012","million No","",""
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210011","Number of people undernourished (million) (3-year average)","20112013","2011-2013","million No","",""
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210011","Number of people undernourished (million) (3-year average)","20122014","2012-2014","million No","",""
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210011","Number of people undernourished (million) (3-year average)","20132015","2013-2015","million No","",""
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210011","Number of people undernourished (million) (3-year average)","20142016","2014-2016","million No","",""
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210011","Number of people undernourished (million) (3-year average)","20152017","2015-2017","million No","",""
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210011","Number of people undernourished (million) (3-year average)","20162018","2016-2018","million No","",""
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","",""
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","",""
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210011","Number of people undernourished (million) (3-year average)","20192021","2019-2021","million No","",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","1.3","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","1.4","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","1.6","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","1.7","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","1.9","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","2","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","1.4","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","1.8","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","2","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","2.3","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","2.4","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","2.6","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","1.1","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","1","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","1.1","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","1.2","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","1.4","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","1.5","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","11","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","11.6","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","12.3","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","12.9","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","13.7","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","14.2","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","10.6","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","10.9","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","11.5","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","12.8","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","14.3","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","15.1","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","11.3","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","12.3","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","13","Official estimate"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","13.1","FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","13","FAO data"
